id,proper,ra,dec,mag,spect,con
75987,,15.569638,-10.064529,4.61,K1IV,Lib
101148,,20.565052,35.250852,4.61,K2Ib comp,Cyg
36044,,7.445237,49.211527,4.61,A1V,Lyn
1363,,0.284863,38.681636,4.61,A2V,And
8814,,1.892597,3.187536,4.61,K0III SB,Psc
38985,,7.997792,-18.399228,4.61,A1V,Pup
14781,,3.188163,39.611582,4.61,K1III,Per
62807,,12.910889,-59.146701,4.62,B4Vn,Cru
25858,,5.532183,-7.301537,4.62,B0V,Ori
54024,,11.083619,7.336007,4.62,F2III-IVvar,Leo
18626,,3.998745,-24.016215,4.62,Ap Si,Eri
80385,,16.463385,-8.371731,4.62,A3m,Oph
92654,Alya,18.936995,4.203595,4.62,A5V,Ser
62132,,12.772981,-56.488815,4.62,B3V,Cru
44696,,9.134133,-25.858536,4.62,K4/K5III,Pyx
90700,,18.558383,-42.31251,4.62,G5III,CrA
56311,,11.579355,-54.264091,4.62,B9V,Cen
23442,,5.051596,21.589962,4.62,A7V,Tau
87902,,18.008058,-3.690269,4.62,F3V,Ser
54143,,11.109015,-62.424113,4.62,G8III,Car
4412,Castula,0.944432,59.181056,4.62,G8III-IV,Cas
38388,,7.884344,-49.613044,4.63,B1.5Vp,Pup
45317,,9.262522,-37.413144,4.63,F3/F5V,Vel
13880,,2.986868,21.340429,4.63,A2Vs,Ari
92225,,18.853348,59.388351,4.63,K0II-III SB,Dra
78423,,16.058931,-57.775064,4.63,A7IV,Nor
61596,,12.664594,-39.987302,4.63,B8II/III,Cen
90515,,18.522896,-62.278302,4.63,B8III,Pav
117763,,23.962647,25.141401,4.63,M3III,Peg
72972,,14.959743,65.93246,4.63,M5III,UMi
37541,,7.725663,-28.410885,4.63,K5III,Pup
77399,,15.849652,-25.751295,4.63,B1.5Vn,Sco
42716,,8.727882,-7.23373,4.63,G2Ib,Hya
66527,,13.678967,54.681634,4.63,M2IIIvar,UMa
76433,,15.656299,36.635812,4.64,B7V+...,CrB
95289,,19.441969,0.33857,4.64,F2Ib,Aql
84348,,17.294517,37.291498,4.64,A2V,Her
82118,,16.830563,-10.783,4.64,F7IV,Oph
113559,,23.069702,50.052091,4.64,K0III,And
18171,,3.895195,-24.61223,4.64,B5V,Eri
101263,,20.588482,14.674213,4.64,A3V,Del
111323,,22.622899,51.545123,4.64,A8IV,Lac
76593,,15.686505,-44.661205,4.64,F5IV-V,Lup
22792,,4.914924,10.150833,4.64,A0V,Ori
88488,,18.121767,8.733867,4.64,G8III-IV,Oph
67023,,13.777604,-51.432766,4.64,G8/K0III,Cen
28645,,6.065329,20.138452,4.64,B2Iavar,Ori
78400,,16.053579,-49.229695,4.65,G8III,Nor
27821,,5.901658,-63.089627,4.65,K1III/IV,Dor
21220,,4.564143,14.844424,4.65,A8V,Tau
36811,,7.589694,-28.369323,4.65,B8V,Pup
58415,,12.014553,6.614322,4.65,A5V,Vir
23552,,5.076153,15.404105,4.65,A0p Si,Ori
36412,,7.511834,-30.962281,4.65,G2Ib...,Pup
35266,,7.30511,-36.733962,4.65,B2V+...,Pup
12686,,2.724198,27.707146,4.65,B3V,Ari
51047,,10.456798,-57.638805,4.65,A6Ia,Car
118632,,9.511764,-40.465622,4.65,F0 IV,Vel
42687,Asellus Borealis,8.721431,21.468501,4.66,A1IV,Cnc
76469,,15.662772,-34.411926,4.66,G8/K0III,Lup
98232,,20.018346,27.753573,4.66,A4III,Vul
8481,,1.826418,-10.68641,4.66,F3III,Cet
88293,,18.083674,-29.580087,4.66,G0Ib/II,Sgr
53141,,10.899648,43.189956,4.66,A1Vs,UMa
61547,,12.654102,-7.995564,4.66,K2III,Vir
61819,,12.709858,-48.813109,4.66,K0III,Cen
89856,,18.394329,-8.934383,4.66,K0III,Sct
5559,,1.190894,21.03465,4.66,K0III,Psc
44498,,9.093994,-70.538497,4.66,B2IVe,Car
89400,,18.300886,-27.042641,4.66,K3III,Sgr
35110,,7.276387,-27.881179,4.66,M2III,CMa
33215,,6.927064,-20.136497,4.66,F2IV/V,CMa
31895,,6.682961,9.895754,4.66,O7,Mon
87856,,18.000949,16.750919,4.67,K0II-III,Her
103406,,21.021517,-32.257767,4.67,G8III,Mic
21630,,4.654583,15.917977,4.67,A5Vn,Tau
40054,Tegmine,8.203535,17.647771,4.67,G0V,Cnc
28837,,6.10259,-14.935254,4.67,A0V,Lep
44947,,9.181941,63.513633,4.67,Am,UMa
91633,,18.738984,39.670123,4.67,F1V,Lyr
95799,Alsafi,19.539149,69.661175,4.67,K0V,Dra
19761,,4.248143,40.483671,4.67,G5II comp,Per
5730,,1.229152,24.583713,4.67,K0III...,Psc
90315,,18.486626,-14.565813,4.67,A1IV/V,Sct
16203,,3.489456,49.508948,4.67,B3V,Per
106444,Bunda,21.629197,-7.854201,4.68,A7V,Aqr
43754,,8.938686,-52.723475,4.68,B5V,Vel
65798,,13.532746,-6.255816,4.68,M3III,Vir
51947,,10.645337,31.976237,4.68,G0II,LMi
111857,,22.726454,-18.830375,4.68,K3III,Aqr
79805,,16.339119,-78.695745,4.68,M5III,Aps
47177,,9.640913,4.649293,4.68,K3III,Hya
9655,,2.074844,-29.296819,4.68,B9.5p (Si),For
66025,,13.57425,49.015973,4.68,A5V,CVn
7280,,1.565528,59.23204,4.68,K0III,Cas
96377,,19.656279,30.153321,4.68,G8III-IV...,Cyg
8909,,1.915572,-67.647303,4.68,G5III,Hyi
48889,,10.003557,8.044223,4.68,M2III,Leo
13845,,2.979352,39.662728,4.68,A2Vn,Per
39100,,8.020371,-1.392608,4.69,K4III,Mon
20680,,4.443437,14.713782,4.69,G8III,Tau
37981,,7.805608,-47.077722,4.69,K0III,Pup
37067,,7.638346,-25.364804,4.69,B8IV,Pup
51951,,10.645834,-59.182997,4.69,K4/K5III:,Car
108526,,22.055486,-56.785977,4.69,K5V,Ind
106795,Azelfafage,21.701573,51.189622,4.69,B3IV,Cyg
24753,,5.318995,40.099051,4.69,G0V,Aur
62075,,12.76055,-60.981318,4.69,K1III,Cru
116023,,23.584599,-42.615075,4.69,A2V,Phe
56464,,11.611365,-9.802247,4.7,B9.5Vn,Crt
104184,,21.172361,10.131579,4.7,F0p,Equ
97755,Terebellum,19.930651,-26.299506,4.7,G3/G5III,Sgr
24866,,5.340811,-21.239763,4.7,A0V,Lep
82419,,16.899924,-42.362025,4.7,B1Iae,Sco
91441,,18.704563,-9.052549,4.7,F2IIIp d Del,Sct
115881,,23.554618,-20.914504,4.7,A0V,Aqr
56753,,11.670221,-34.74466,4.7,B9V,Hya
112756,,22.906789,84.346177,4.7,K4III,Cep
13920,,2.99525,8.907365,4.71,B6III,Cet
63742,,13.104642,-48.463289,4.71,B5V,Cen
16204,,3.489558,-62.937527,4.71,F5IV-V,Ret
104802,,21.298966,-32.172539,4.71,A0V,Mic
45894,,9.386739,-28.833873,4.71,G8III,Pyx
45770,,9.35822,-25.965439,4.71,M0III,Pyx
25673,,5.49555,-1.092239,4.71,K5III,Ori
25919,,5.545465,32.192022,4.71,B5Iab,Aur
57111,,11.746049,-18.350674,4.71,G8III,Crt
114013,,23.165249,-22.457611,4.71,A3IV:,Aqr
23638,,5.091853,-57.472704,4.71,F7V,Dor
67973,,13.960809,-63.686696,4.71,K4III,Cen
22614,,4.875545,14.250642,4.71,M3Sv,Ori
97627,Libertas,19.904134,8.461453,4.71,K0III,Aql
106845,,21.710973,-18.866323,4.72,G8III,Cap
27569,,5.850675,37.305573,4.72,M1III,Aur
50911,,10.431895,33.79612,4.72,F0V,LMi
51509,,10.553865,40.42556,4.72,A7IV,UMa
46239,,9.45511,-22.343783,4.72,K1III,Hya
51291,,10.505581,-71.992793,4.72,A2III,Car
60017,,12.345286,17.792868,4.72,G8III,Com
84256,,17.276857,-0.445297,4.72,K2III,Oph
78354,,16.046634,46.036705,4.72,B9III,Her
64639,,13.292379,40.572608,4.72,F3III,CVn
24983,,5.362708,-0.382465,4.72,B2IV-V,Ori
29203,,6.171642,-54.968645,4.72,B0.5IV,Pic
39971,,8.187863,-12.926999,4.72,K0III,Pup
58693,,12.072008,-63.165711,4.72,B2IV,Cru
6678,,1.432208,68.130012,4.72,K0III,Cas
33115,,6.910732,13.177827,4.73,F0Vp,Gem
102714,,20.877565,-8.983318,4.73,A3m,Aqr
78879,,16.149529,36.490944,4.73,K0III-IV,CrB
78673,,16.108176,-45.173185,4.73,Am,Nor
53751,,11.030465,-2.484585,4.73,K5III,Leo
39983,,8.190526,-42.987278,4.73,A7Ib,Pup
11286,,2.42706,50.278631,4.73,K4III,And
68971,,14.165242,-53.438946,4.74,G8III,Cen
77426,,15.85442,20.977919,4.74,K5III,Ser
93248,,19.051907,-42.095105,4.74,A0Vn,CrA
87844,,17.996543,-23.816133,4.74,B9V,Sgr
64720,,13.306763,-18.311196,4.74,G5V,Vir
95752,,19.529534,34.452968,4.74,B3IV,Cyg
103300,,20.997098,47.520951,4.74,B1ne,Cyg
44262,,9.04242,67.629619,4.74,M3III,UMa
42505,,8.686982,-47.317125,4.74,A5II,Vel
39790,,8.150213,-61.302429,4.74,F5V,Car
15481,,3.333129,65.652292,4.74,B2.5Vne,Cam
116236,,23.630827,-45.492351,4.74,A2V,Phe
2499,,0.529539,54.522289,4.74,B8Vn,Cas
6179,,1.324443,27.264059,4.74,A3V,Psc
108528,,22.055234,-2.155363,4.74,B7IVe,Aqr
11755,,2.534786,-15.244677,4.74,F5V,Cet
12381,,2.663326,-42.89167,4.74,A2V,Eri
16300,,3.510294,-5.075145,4.74,B9Vs,Eri
114727,,23.3104,68.111445,4.75,K0III,Cep
67572,,13.886817,-31.927612,4.75,B4IV,Cen
101285,,20.593003,-60.581749,4.75,F1III,Pav
57408,,11.80403,-66.81491,4.75,K4III,Mus
76709,,15.711395,-34.710407,4.75,B5V,Lup
76644,,15.699111,-19.678828,4.75,K5III,Lib
69491,,14.269439,51.367231,4.75,A9V,Boo
34926,,7.243928,-48.271927,4.75,B8/B9V,Pup
63153,,12.982068,17.409446,4.76,M0III,Com
65433,,13.457546,-15.973578,4.76,K1IIICN...,Vir
38788,,7.961141,-30.33457,4.76,A7III,Pup
84710,,17.366531,-67.770668,4.76,K1III,Aps
106459,,21.632007,62.08194,4.76,B2Ib,Cep
86219,,17.673276,-49.415587,4.76,F3IV,Ara
113794,,23.118539,25.468259,4.76,K0IIp,Peg
52219,,10.703926,-64.466426,4.76,B3V,Car
13254,Angetenar,2.850645,-21.004019,4.76,K0III,Eri
70041,,14.376971,-58.459117,4.76,G8/K1 + F/G,Cen
47387,,9.688058,-23.591514,4.76,B5V,Hya
2466,,0.523594,-48.803514,4.76,A0V,Phe
29924,,6.314105,69.319787,4.76,A0Vn,Cam
27681,,5.874011,1.855134,4.76,K2IIvar,Ori
13210,,2.841255,-75.066947,4.76,K3III,Hyi
55102,,11.318864,38.185557,4.76,A2V,UMa
67451,,13.863188,34.44424,4.76,K5III,CVn
94408,,19.270289,21.390428,4.76,B4IV,Vul
60299,,12.400414,51.562257,4.76,G7III,CVn
100701,,20.481004,-17.813687,4.77,F3V,Cap
3448,,0.7365,-10.60955,4.77,K0IIIvar,Cet
62785,,12.905879,-9.538994,4.77,M3IIIvar,Vir
98448,,20.059291,-37.940699,4.77,K4III,Sgr
99723,,20.296445,38.03293,4.77,B2pe,Cyg
99985,Alshat,20.344393,-12.75908,4.77,B9IV,Cap
112160,,22.791378,83.15383,4.77,K3III,Cep
55959,,11.505248,-3.003501,4.77,K4III,Leo
14346,,3.092338,56.705719,4.77,K0II-III,Per
85939,,17.615859,68.75797,4.77,F5V,Dra
26497,,5.648079,-7.212829,4.77,A4V,Ori
32447,,6.788842,8.037254,4.77,K4III,Mon
90623,,18.542923,57.045599,4.77,F7Ib,Dra
45620,,9.329551,-11.974853,4.77,G8III,Hya
88131,,18.051367,-8.180349,4.77,F5V+...,Oph
85494,,17.523598,-23.962643,4.78,A0V,Oph
110536,,22.464312,4.695664,4.78,K0III,Peg
69881,,14.345159,-45.18706,4.78,F0IV,Lup
9954,,2.141454,37.859077,4.78,A5IV-V,And
39734,,8.140963,51.50667,4.78,A2V,Lyn
40159,,8.224866,-35.899518,4.78,B2ne,Pup
110025,,22.355372,28.330529,4.78,B9III,Peg
17545,,3.767314,63.345047,4.78,A3V...,Cam
20977,,4.509342,16.194014,4.78,A6IV,Tau
50422,,10.328938,19.470914,4.78,F6IV,Leo
26134,,5.584078,-6.002027,4.78,B0.5V,Ori
60166,,12.375087,25.84616,4.78,F8:p...,Com
23177,,4.998816,-12.537416,4.78,F0V,Eri
70083,,14.384942,-27.754017,4.78,K3III,Hya
64647,,13.293412,5.469869,4.78,M2III,Vir
122,,0.026616,-77.065724,4.78,K2III,Oct
4137,,0.883471,-1.14426,4.78,M0III,Cet
91737,,18.757465,-64.871259,4.78,A7V,Pav
87024,,17.83642,-40.090435,4.78,A6Ib,Sco
47623,,9.736694,-27.769471,4.78,A7V+...,Ant
87877,,18.004388,4.368615,4.79,B2Ve,Oph
64456,,13.25416,-67.894589,4.79,B8V,Mus
86950,,17.819577,-31.703203,4.79,B8Ib/II,Sco
1166,,0.243378,20.206702,4.79,M2III,Peg
45724,,9.349117,-62.404632,4.79,G6III,Car
9135,,1.965478,23.596061,4.79,F0V,Ari
99505,,20.254415,25.591957,4.79,B3V,Vul
109562,,22.260253,-41.3467,4.79,G8III+...,Gru
40922,,8.375471,-48.490381,4.79,B1V,Vel
22626,,4.877218,36.703187,4.79,K3III,Aur
77420,,15.85387,35.657382,4.79,K0III-IV,CrB
80570,,16.503466,-25.115224,4.79,B3V,Sco
109054,,22.163441,72.341207,4.79,G8III,Cep
69656,,14.29995,35.509505,4.8,K1III,Boo
68892,,14.147498,77.547514,4.8,K3III,UMi
84315,,17.288769,33.1001,4.8,B1.5Vp,Her
73340,,15.035141,25.008138,4.8,K4III,Boo
99320,,20.22168,46.815675,4.8,A5IIIn,Cyg
15159,Zibal,3.263896,-8.81973,4.8,A5m,Eri
31751,,6.655507,42.488877,4.8,K3III,Aur
105041,,21.346008,-40.809465,4.8,A2p,Mic
111698,,22.695947,29.307641,4.8,A1IV,Peg
110326,,22.421284,1.377401,4.8,B1Ve,Aqr
63819,,13.119646,27.624741,4.8,K5III,Com
4142,,0.884511,61.12397,4.8,F8V,Cas
79639,,16.304973,-28.61402,4.8,A0V:,Sco
23309,,5.023985,-7.173965,4.8,B3V,Eri
20304,,4.359211,46.498878,4.8,B4IV,Per
102758,,20.887431,44.38726,4.8,B5V,Cyg
52351,,10.735258,-63.961072,4.8,B5Vn,Car
45363,,9.269808,54.021857,4.8,A5V,UMa
20490,,4.401599,17.44413,4.8,A7V,Tau
118743,,11.303118,31.528783,4.8,G0 Ve,UMa
61202,,12.580857,22.629259,4.8,A0IV,Com
45679,,9.341394,-9.555695,4.8,F5V+...,Hya
44910,,9.173204,67.134018,4.8,F7IV-V,UMa
3293,,0.701081,50.512526,4.8,B2.5V,Cas
71769,,14.723712,26.52785,4.8,M3III,Boo
102393,,20.815637,46.114134,4.81,B3Ia,Cyg
24314,,5.229288,-67.185255,4.81,K2III,Dor
101539,,20.642038,21.201174,4.81,A0V,Vul
23955,,5.161654,15.597232,4.81,F2IV,Ori
70532,Elgafar,14.470038,-2.227957,4.81,G2III,Vir
90010,,18.422511,-20.541679,4.81,A1/A2V,Sgr
39028,,8.005547,-63.567456,4.81,B3V,Car
24599,,5.291411,-34.895207,4.81,K0/K1III/IV,Col
46896,,9.584399,39.621493,4.81,K0III,Lyn
28165,,5.966571,25.953912,4.81,B1Ib,Tau
55521,,11.410164,-10.859323,4.81,K5III,Crt
82070,,16.820615,45.983323,4.82,A2p...,Her
31746,,6.654644,-14.145764,4.82,K2III,CMa
51312,,10.510461,55.980536,4.82,F8V,UMa
116535,,23.696057,-17.816533,4.82,G2Ib/II,Aqr
60522,,12.442158,-51.450635,4.82,B3Vn,Cen
78316,,16.038248,22.804454,4.82,A3V,Ser
114660,,23.295732,49.0153,4.82,M2III,And
50653,,10.372108,-41.64996,4.82,K1IIIvar,Vel
36667,,7.563323,-14.523892,4.82,A4Ia,Pup
110040,,22.358632,12.205186,4.82,B2IV-V,Peg
66249,,13.624345,36.294898,4.82,A7III,CVn
110776,,22.510782,-10.67795,4.82,A0IVs,Aqr
90065,Fafnir,18.433069,65.56348,4.82,K2III,Dra
9076,,1.952792,-47.385277,4.82,G8III,Phe
79938,,16.367875,1.029039,4.82,F0V,Ser
69004,,14.173315,25.091677,4.82,F9IVw,Boo
103684,,21.073417,-19.854991,4.82,A5V,Cap
24283,,5.223811,38.484498,4.82,A4m,Aur
33005,,6.892474,-20.224254,4.82,B1Ib,CMa
83007,,17.017667,-4.222644,4.82,K4III,Oph
92492,,18.90661,71.297192,4.82,K0III,Dra
73467,,15.063174,47.65406,4.83,G2V + G2V,Boo
92733,,18.951019,-5.846314,4.83,K1III,Sct
12357,,2.659398,-11.872156,4.83,F5V,Cet
63521,,13.059256,-49.527264,4.83,A0V,Cen
91801,,18.767911,26.66213,4.83,K3III,Lyr
34404,,7.147519,-39.655657,4.83,B3IV/V,Pup
83317,,17.080376,-34.12293,4.83,B2Iab,Sco
74221,,15.213776,-44.500414,4.83,B3IV,Lup
4282,,0.916715,58.972698,4.83,K2III,Cas
6799,,1.460915,45.406687,4.83,F5IV,And
35115,,7.276898,-23.315594,4.83,K4III,CMa
40830,,8.356397,-33.054366,4.83,K2/K3III,Pup
42607,,8.707054,-53.113984,4.83,B3IV,Vel
12843,,2.759048,-67.616617,4.83,A2IV/V,Hyi
80460,,16.477373,41.881677,4.83,M6III:var,Her
92881,,18.978721,-37.107357,4.83,F3IV/V,CrA
111849,,22.724993,-41.414347,4.84,K0III,Gru
69804,,14.329233,16.306948,4.84,K3III,Boo
57156,,11.754733,8.258119,4.84,A4V,Vir
6993,,1.503087,6.14382,4.84,K4III,Psc
80762,,16.543415,11.488041,4.84,K4III,Her
112018,,22.760519,-53.500121,4.84,K2IIICNIV,Gru
19690,,4.232329,9.263824,4.84,G5III,Tau
81770,,16.754946,56.781857,4.84,F2V,Dra
81411,,16.681978,64.589046,4.84,K1p,Dra
10620,,2.284191,34.224231,4.84,G0V,Tri
26711,,5.688255,16.534148,4.84,B3IV...,Tau
37191,,7.657595,-38.308021,4.84,B3V,Pup
10316,,2.220369,44.231652,4.84,K4III,And
15419,,3.322693,3.370198,4.84,G5Vvar,Cet
119058,Graffias,16.072774,-11.374611,4.84,F6 IV-V,Sco
53651,,11.009347,3.617494,4.84,K1III,Leo
98042,,19.982555,-26.195767,4.84,G8II/III,Sgr
42015,,8.5888,-58.009228,4.84,K0III,Car
113743,,23.110226,59.41976,4.84,B0.5IV,Cas
36328,,7.497615,-23.024287,4.85,A6Ib/II,Pup
15378,,3.312174,34.222653,4.85,K2II,Per
92855,,18.974378,-52.938629,4.85,A0V,Tel
14826,,3.198957,74.393659,4.85,A2Vnn,Cas
89640,,18.347795,3.377165,4.85,G8III,Oph
49571,,10.148957,-51.811261,4.85,B3IV,Vel
74608,,15.294136,-63.610465,4.85,K2.5III,Cir
87574,,17.946507,-44.342246,4.85,K2III,Sco
64202,,13.200901,-37.803022,4.85,G3V,Cen
42364,,8.661799,-29.561084,4.86,G5III,Pyx
101446,,20.626465,-61.529918,4.86,Fm delta Del,Pav
51659,,10.584878,75.712948,4.86,K0III,Dra
32352,,6.770595,59.44167,4.86,A3V,Lyn
71606,,14.694097,8.161764,4.86,G8IIIvar,Boo
64615,,13.286952,-66.783438,4.86,K2Ib/II,Mus
85567,,17.537767,55.172958,4.86,Am,Dra
91632,,18.738711,-35.641987,4.86,B2V,Sgr
2204,,0.465472,-33.007167,4.86,M2/M3III,Scl
108722,,22.094653,5.05853,4.86,K4III,Peg
79939,,16.368287,30.891996,4.86,K0III,CrB
94348,,19.259007,-25.256682,4.86,K0/K1III+..,Sgr
70104,,14.389638,8.446617,4.86,A0V,Boo
92471,Ainalrami,18.902827,-22.744834,4.86,K1II,Sgr
86469,,17.723833,-21.683194,4.86,F6/F7V,Oph
80876,,16.568061,-44.045315,4.86,B0Ia,Nor
15344,,3.30614,-22.511118,4.86,K0III,Eri
81249,,16.645794,48.928342,4.86,M2.5III,Her
34805,,7.220377,-45.182739,4.87,Ap,Pup
51830,,10.620481,-27.412634,4.87,M1III,Hya
15072,,3.24836,21.044441,4.87,A1V,Ari
52584,,10.780898,-64.383474,4.87,B3IV,Car
6397,Adhil,1.372337,45.528778,4.87,K0III-IV,And
19727,,4.239914,-10.256283,4.87,K3III,Eri
42543,,8.695371,-15.943384,4.87,K0IIICN...,Hya
106210,,21.579596,38.534054,4.87,K1III,Cyg
48422,,9.903425,-25.932345,4.87,K2III,Hya
43700,,8.925434,-27.681871,4.87,A3IV,Pyx
12062,,2.597909,5.593246,4.87,G8III,Cet
96981,,19.772707,-19.761113,4.87,K0III,Sgr
35315,,7.311216,-24.558701,4.88,O7f,CMa
87664,,17.963279,-41.716295,4.88,M0III,Sco
27741,,5.885245,-33.801361,4.88,B5V,Col
27399,,5.816935,24.567535,4.88,G8IIIvar,Tau
58309,,11.993796,-78.221839,4.88,B9Vn,Cha
96039,,19.586942,-48.099202,4.88,G9III,Tel
117875,,23.983482,55.754928,4.88,B1V...,Cas
91559,,18.725348,-8.275215,4.88,G8II,Sct
117841,,23.977883,-3.555983,4.88,G9III,Psc
82607,,16.93375,65.134796,4.88,F6Vvar,Dra
61767,,12.698071,10.235625,4.88,A0V,Vir
116934,,23.784284,58.651989,4.88,K1III,Cas
25475,,5.460579,21.936965,4.88,B2.5IV,Tau
94525,,19.293911,-18.952908,4.88,K0III,Sgr
63259,,13.004576,30.785021,4.88,K1IIIp,Com
11318,,2.432501,-12.29048,4.88,A0V,Cet
57678,,11.864237,-65.20591,4.89,B4V,Mus
69673,,14.303877,-81.00776,4.89,A2m...,Aps
57270,,11.775376,-40.500354,4.89,G3/G5V,Cen
85557,,17.536251,55.184243,4.89,Am...,Dra
83358,,17.089636,12.740828,4.89,A4IV,Her
62689,,12.888263,21.244943,4.89,G8III,Com
908,,0.187739,-15.467977,4.89,F5V,Cet
22400,,4.831846,37.488275,4.89,K4II,Per
115626,,23.500536,58.54892,4.89,B3IV,Cas
27442,,5.825814,12.651324,4.89,B9IV,Tau
51860,,10.625909,-13.384543,4.89,C,Hya
96811,,19.737943,37.354355,4.89,G8III,Cyg
37159,Jishui,7.65276,34.584346,4.89,F3III,Gem
25239,,5.412452,1.846445,4.89,B1V:pe,Ori
37800,,7.768736,18.510043,4.89,K5III,Gem
51375,,10.522775,-53.715484,4.89,F6V,Vel
102500,,20.8328,-33.779722,4.89,G8III,Mic
111489,,22.654355,39.050269,4.89,O9V,Lac
102459,,20.824709,-46.226826,4.9,K5III,Ind
6656,,1.427009,-14.598796,4.9,K2III,Cet
26820,,5.707953,1.474629,4.9,K1III,Ori
62487,,12.844769,-33.999302,4.9,B9V,Cen
33398,,6.960309,45.094094,4.9,A2Vn,Lyn
80442,,16.474422,-70.084401,4.9,F9V,TrA
3793,,0.813892,50.968168,4.9,B9III,Cas
78581,,16.09071,-19.80186,4.9,B2V,Sco
97368,,19.851141,22.610046,4.9,B2.5V,Vul
64378,,13.237578,-59.103235,4.9,F7IV,Cen
78416,,16.05672,-38.602541,4.9,B6III/IV,Lup
74376,,15.2437,-31.519121,4.91,F3III,Lup
112826,,22.920464,8.816166,4.91,A1V,Peg
34660,,7.194255,39.320549,4.91,K4II-III,Aur
61773,,12.699051,-59.685819,4.91,B6IV,Cru
12590,,2.704144,40.193944,4.91,F9V,Per
101365,,20.61212,-2.549957,4.91,K5II,Aql
83351,,17.088929,54.470042,4.91,F5,Dra
81474,,16.692884,-17.742167,4.91,G8II/III,Oph
23780,,5.124164,18.645052,4.91,G4V,Tau
97744,,19.927167,52.438948,4.91,A4Vn,Cyg
100775,,20.494167,-2.885531,4.91,K2III,Aql
21087,,4.531296,-0.044011,4.91,K3II-III,Eri
66048,,13.579943,37.182415,4.91,F2IV SB,CVn
51934,,10.643043,-16.876572,4.91,G8III,Hya
73246,,15.016208,-8.518943,4.91,B9.5V,Lib
34530,,7.170467,-4.237106,4.91,K0III,Mon
23307,,5.023772,-20.051918,4.91,B9V,Lep
30020,,6.333222,-2.944493,4.91,M1III,Ori
110961,,22.55001,-61.982122,4.91,M4III,Tuc
71878,,14.749778,-35.191826,4.92,A0V,Cen
89583,,18.338309,21.961297,4.92,M1III,Her
88451,,18.113858,-43.425216,4.92,A5V,CrA
60509,,12.440018,27.268237,4.92,F0p,Com
102057,,20.747919,25.270617,4.92,K2III,Vul
67267,,13.828564,21.264105,4.92,K4III,Boo
90548,,18.529287,-45.914814,4.92,B6IV,Tel
36444,,7.517911,82.411466,4.92,M4IIIa,Cam
65991,,13.56887,3.658967,4.92,A1p SrCrEu,Vir
75150,,15.403303,-10.322266,4.92,F5IV,Lib
28744,,6.083091,-16.484435,4.92,Ap shell,Lep
9042,,1.944499,-22.526785,4.92,K3III,Cet
54046,,11.088867,-27.293612,4.92,F3IV/V,Hya
45308,,9.2602,-38.569942,4.92,K1III,Vel
28503,,6.030673,-10.59793,4.92,B5III,Mon
92399,,18.887096,50.708221,4.92,G8III,Dra
30447,,6.414973,49.287893,4.92,K5Iabvar,Aur
33971,,7.064896,-49.58392,4.92,A4IV,Pup
102240,,20.786319,34.374123,4.93,K3IIIvar,Cyg
43812,,8.949562,-59.229338,4.93,B2IV-V,Car
19940,,4.287684,20.578591,4.93,A3m,Tau
96180,,19.614847,-7.027477,4.93,B0.5III,Aql
19465,,4.180708,-41.993573,4.93,A9V,Hor
47457,,9.704011,-23.915569,4.93,G0V,Hya
20203,,4.340178,34.566725,4.93,G8III,Per
98804,,20.1231,-52.880793,4.93,M1II,Tel
59665,,12.272372,23.945409,4.93,K0III,Com
98986,,20.157116,36.839621,4.93,B2.5V,Cyg
56816,,11.681568,-62.090101,4.93,G3Ib,Cen
99451,,20.242229,36.806302,4.93,A2V,Cyg
38969,,7.995598,-3.679583,4.93,K2III,Mon
62566,,12.861645,27.540712,4.93,G0III,Com
63300,,13.012125,56.366338,4.93,F2V,UMa
114577,,23.280817,-7.726504,4.93,M3III,Aqr
37502,,7.716788,58.71036,4.93,A3IVn,Lyn
23125,,4.987612,37.890245,4.93,A1V,Aur
69047,,14.18069,-16.30203,4.93,M1III,Vir
56113,,11.53789,-29.261022,4.93,F8V,Hya
72404,,14.850298,-2.29915,4.93,G8...,Lib
36836,,7.594365,-52.533836,4.93,K3III,Car
79135,,16.199997,-10.064253,4.93,A3IV,Sco
116706,,23.733189,29.361454,4.93,K0III,Peg
73768,,15.121682,24.869195,4.93,F5V,Boo
35628,,7.370425,-19.0166,4.94,B5II/III,CMa
33270,,6.937775,-48.721144,4.94,M1III,Pup
100812,,20.500983,48.951569,4.94,B2.5IV,Cyg
13871,,2.984356,35.183128,4.94,K2III,Per
50788,,10.402182,65.566423,4.94,A0sp...,UMa
43224,,8.8299,-45.307875,4.94,A2III,Vel
48478,Felis,9.914503,-19.00936,4.94,K5III,Hya
92987,,19.000229,32.145514,4.94,K3III,Lyr
109076,,22.169093,-32.548407,4.94,F6V,PsA
99423,,20.237949,15.197609,4.94,A2V,Aql
80406,,16.4664,68.768137,4.94,A0III,Dra
64335,,13.228597,40.152885,4.94,K0III,CVn
10256,,2.206191,30.303067,4.94,F5V comp SB,Tri
51348,,10.517242,-73.22149,4.94,K4/K5III,Car
39313,,8.058634,27.794332,4.94,K2III,Gem
63963,,13.150909,-23.11807,4.94,K0III,Hya
26671,,5.680754,-1.128787,4.95,B2IV-V,Ori
61191,,12.578902,70.02177,4.95,K2III,Dra
97757,,19.931045,38.486705,4.95,B5IV,Cyg
115376,,23.448876,1.255608,4.95,A0p,Psc
