id,proper,ra,dec,mag,spect,con
57339,,11.788654,-57.696498,5.42,K5III,Cen
2234,,0.474027,-39.915002,5.42,M0III,Phe
20725,,4.450806,80.824159,5.42,G6III:,Cep
11020,,2.37011,-0.884852,5.42,F0Vn,Cet
6578,,1.411329,-41.492549,5.42,K0III,Phe
50191,,10.277983,13.728334,5.42,M1III,Leo
12735,,2.734766,44.29704,5.43,G0Ib,Per
31048,,6.530573,-8.158235,5.43,K2III,Mon
43783,,8.944949,-85.663152,5.43,F0III,Oct
54318,,11.145557,-28.08067,5.43,A1V,Hya
25705,,5.502835,63.06722,5.43,M1III,Cam
112372,,22.829521,55.902777,5.43,K1III,Lac
112474,,22.850599,-39.156834,5.43,K3III,Gru
87457,,17.919762,72.005127,5.43,F2.5II-III,Dra
83705,,17.163319,-10.523301,5.43,F5IV,Oph
54016,,11.081721,-35.804678,5.43,A0V,Ant
42963,,8.775152,-45.912504,5.43,B3Ia,Vel
76383,,15.647079,-52.372695,5.43,B9V,Nor
9307,,1.996166,-20.824539,5.43,M0/M1III,Cet
78010,,15.976352,-24.831488,5.43,B5V,Sco
109126,,22.177078,-11.564939,5.43,B5III,Aqr
117080,,23.813937,62.214516,5.43,A3Ia comp,Cas
113161,,22.99096,0.962927,5.43,K1III:,Psc
108316,,22.013951,-28.453736,5.43,B8/B9V+...,PsA
47820,,9.772352,-76.77612,5.43,G8III,Cha
9353,,2.007451,-8.523873,5.43,M3III,Cet
23928,,5.155456,9.829579,5.43,A2m,Ori
90955,,18.610854,6.671805,5.43,F3V,Oph
11003,,2.367092,-10.777534,5.43,F0V,Cet
92324,,18.87123,21.425142,5.43,B9p...,Her
79147,,16.202032,-8.547576,5.43,A4V,Sco
77776,,15.929884,37.946958,5.43,F0IV,CrB
74712,,15.313651,-60.496334,5.43,O7Iab:,Cir
51437,,10.536604,14.13727,5.43,M2III,Leo
62228,Tianyi,12.792873,66.790304,5.43,K5III,Dra
47071,,9.620184,-53.668508,5.44,A2/A3V,Vel
17734,,3.805782,23.42125,5.44,B8V,Tau
113636,,23.086052,-7.693801,5.44,F2V,Aqr
90135,,18.448336,-48.117243,5.44,K0/K1III+..,Tel
24769,,5.322813,-50.605967,5.44,F7III-IV,Pic
76163,,15.603364,-44.396823,5.44,M0III,Lup
43726,,8.932097,11.626023,5.44,K5III,Cnc
114789,,23.324945,48.625322,5.44,K0III,And
4500,,0.963931,28.992217,5.44,G6III,Psc
26584,,5.663845,-32.629216,5.44,G6/G8III,Col
52585,,10.781127,-17.296874,5.44,A3V,Hya
43807,,8.949056,32.91043,5.44,A7IV,Cnc
24197,,5.206237,73.946674,5.44,B9p Si,Cam
63891,,13.135321,-65.306023,5.44,WC6 + O9.5I,Mus
15508,,3.338783,77.73474,5.44,A6V,Cep
87575,,17.946596,-4.081823,5.44,G9III,Oph
99312,,20.220523,-1.009339,5.44,K5III,Aql
78653,,16.105475,67.810134,5.44,A0Vn,Dra
100917,,20.521893,49.220297,5.44,M2III,Cyg
13748,,2.9566,-23.862164,5.44,A5IV/V,Eri
19434,,4.172923,-6.923852,5.44,G8III,Eri
29663,,6.26249,12.551067,5.44,B9II-III,Ori
79721,,16.321568,-42.673965,5.44,A3Vn,Nor
32353,,6.77067,79.564811,5.44,F8V,Cam
34631,,7.189893,-0.301928,5.44,F2V,Mon
58204,,11.970898,-56.31731,5.44,B8III,Cru
38386,,7.884308,-36.363769,5.44,K1IIICN...,Pup
33097,,6.906851,-1.126996,5.44,A4IV,Mon
60667,,12.472908,-39.041172,5.45,B8/B9V,Cen
12300,,2.646943,21.961408,5.45,A7V,Ari
18928,,4.065723,8.197269,5.45,F2V,Tau
89228,,18.264843,-44.206461,5.45,G8/K0III,CrA
42168,,8.6219,-62.853465,5.45,K0III,Car
4283,,0.916751,-69.527084,5.45,G7III,Tuc
59212,,12.184401,-23.602423,5.45,A1V,Crv
3077,,0.652748,49.354589,5.45,K5III,Cas
19755,,4.246819,-62.191811,5.45,K0III,Ret
25928,,5.547613,-38.513371,5.45,K2/K3III,Col
33297,,6.942911,-79.420193,5.45,B9.5V,Men
14340,,3.090747,25.255174,5.45,B7Vn,Ari
19350,,4.154954,-16.385875,5.45,B5IV,Eri
112997,Helvetios,22.95777,20.768832,5.45,G5V,Peg
2936,,0.622561,35.399501,5.45,G5III,And
62831,,12.916219,-85.123369,5.45,K0III,Oct
53119,,10.895476,-2.129205,5.45,G8III,Leo
96252,,19.62981,-4.64764,5.45,F3IV,Aql
74078,,15.187773,-55.346032,5.45,G2Ib/II,Lup
17447,Celaeno,3.746726,24.28947,5.45,B7IV,Tau
110709,,22.498047,78.824285,5.45,A3V,Cep
33391,,6.95942,-24.630841,5.45,F3V,CMa
36512,,7.53011,17.086046,5.45,K2III,Gem
79512,,16.278687,-53.811109,5.45,M2IV,Nor
109443,,22.238542,-27.766908,5.45,B7V,PsA
77666,,15.909615,20.310968,5.45,M0III,Ser
73396,,15.049799,-32.643294,5.45,B3V,Lup
44277,,9.045629,24.452915,5.45,A0III,Cnc
42341,,8.656626,-53.439767,5.45,B5V,Vel
46461,,9.501421,-51.517164,5.45,B8V,Vel
107949,,21.939659,-37.253655,5.45,A3V,Gru
104046,Polaris Australis,21.146119,-88.956499,5.45,F0III,Oct
21682,,4.667616,12.197609,5.45,B8IV,Tau
95206,,19.424906,-23.962457,5.45,K3III,Sgr
41207,,8.431087,-42.153072,5.45,B3V,Pup
75343,,15.438166,34.335996,5.46,K4III,Boo
66424,,13.658472,52.921208,5.46,A3Vn,UMa
68720,,14.111896,-9.313515,5.46,F2IV,Vir
34818,,7.223166,51.428745,5.46,M3III,Lyn
92021,,18.814024,-43.680047,5.46,A2Vn,CrA
34532,,7.172034,-27.49152,5.46,G8III,CMa
24842,,5.337409,41.086212,5.46,A3V,Aur
62866,,12.922067,-42.915732,5.46,M0III,Cen
61938,,12.733481,-28.323957,5.46,K3III,Hya
35086,,7.27071,-15.585689,5.46,A1V,CMa
18961,,4.072687,24.105993,5.46,G0III...,Tau
75418,,15.455037,-36.76756,5.46,B5V,Lup
67091,,13.794052,-50.320682,5.46,K2III,Cen
25796,,5.520703,3.292133,5.46,B1.5V,Ori
21632,,4.655475,-14.359192,5.46,K0III,Eri
94778,,19.343246,-0.892161,5.46,B9III,Aql
46226,,9.451788,-71.601895,5.46,K2III,Car
96232,,19.626227,-14.301801,5.46,F7V,Sgr
28871,,6.108916,-23.110846,5.46,A2V,Lep
94532,,19.295454,23.02554,5.46,B0.5IV,Vul
106445,,21.629285,19.318607,5.46,F1IV,Peg
81059,,16.606268,-42.858861,5.46,O9Ia,Sco
27130,,5.765012,49.826255,5.46,A0p...,Aur
25704,,5.502632,-47.077655,5.46,G3IV,Pic
82424,,16.90051,-41.806389,5.46,B0.5Ia,Sco
92541,,18.914494,41.602723,5.46,G8III,Lyr
56532,,11.626114,-47.747309,5.46,K2III,Cen
56121,,11.539097,61.08252,5.46,F6V,UMa
20106,,4.320339,50.048695,5.46,A7V,Per
42518,,8.688773,-78.963359,5.46,B9IV,Cha
27497,,5.837999,-79.361362,5.46,B9.5V,Men
79248,,16.220953,5.021086,5.46,K5III,Her
95566,,19.497829,-26.985615,5.46,K1/K2III,Sgr
97883,,19.953852,40.367824,5.46,B5V,Cyg
46608,,9.526752,-73.080913,5.46,K4III,Car
4278,,0.916139,23.628335,5.46,K1IV,And
52443,,10.754546,-80.469597,5.46,K0III,Cha
22573,,4.868109,63.505421,5.47,M2III,Cam
34350,,7.139455,15.930675,5.47,G8III,Gem
105703,,21.479121,-69.505386,5.47,M5III,Pav
44833,,9.15988,-8.787648,5.47,G8II,Hya
64907,,13.343843,-52.747825,5.47,B6V,Cen
102814,,20.898304,33.437891,5.47,K5III,Cyg
110379,,22.433554,70.770898,5.47,K2III,Cep
68363,,14.039662,-27.429773,5.47,K2/K3III,Hya
89854,,18.393456,-75.044277,5.47,A0V,Oct
78164,,16.005447,-16.53335,5.47,F7V,Lib
89013,,18.220194,-41.336111,5.47,B2.5III,CrA
43204,,8.827545,-40.320158,5.47,A2/A3IV,Vel
13931,,2.997164,47.220693,5.47,G4p,Per
88765,,18.173948,-62.002197,5.47,G0V,Pav
41961,,8.576711,65.14517,5.47,A2m,UMa
22818,,4.919765,-74.936852,5.47,K6III,Men
20930,,4.500159,83.340379,5.47,G8III,Cep
72356,,14.841577,37.272047,5.47,K0III-IV,Boo
53625,,11.004084,45.526276,5.47,K5III,UMa
27270,,5.79061,17.729141,5.47,F0III,Tau
20987,,4.510802,15.691879,5.47,Am,Tau
60752,,12.490845,24.108925,5.47,F5III,Com
87477,,17.923663,26.049991,5.47,F2Iavar,Her
38526,,7.911864,47.564596,5.47,K4III,Lyn
110591,,22.477557,-39.131792,5.47,G8III,Gru
84462,,17.317655,-46.636235,5.47,M0V,Ara
16429,,3.535721,48.023476,5.47,B8IIIp Mn,Per
90631,,18.545367,-14.865662,5.47,K3Iab,Sct
60879,,12.516823,24.567168,5.47,A2pvar,Com
90640,,18.54721,30.554209,5.47,B8IV,Lyr
101684,,20.672174,-33.431843,5.47,K1III,Mic
25631,,5.487916,25.150215,5.47,B9Vn,Tau
59860,,12.313901,75.160561,5.47,A1V,Dra
51854,,10.624187,-58.733339,5.47,A0Ia,Car
4095,,0.877951,-24.005844,5.47,K1III,Cet
82151,,16.838717,7.247683,5.48,A3m,Her
56633,,11.644449,-13.201943,5.48,F7V,Crt
82704,,16.953104,-33.259492,5.48,K5III,Sco
37941,,7.799089,-12.192705,5.48,F5+...,Pup
79766,,16.33199,39.708584,5.48,F3IV-V,Her
72437,,14.857362,59.293985,5.48,K4III,Dra
13231,,2.844557,-35.675849,5.48,K2III,For
42593,,8.704498,-48.09909,5.48,B1.5Vn,Vel
61125,,12.562986,-9.452077,5.48,A0V,Vir
105426,,21.421377,-3.556747,5.48,K4III,Aqr
30141,,6.356865,-11.773238,5.48,B1Vpe SB,CMa
105327,,21.403192,-12.878108,5.48,F0V,Aqr
18098,,3.878238,-5.361259,5.48,B8+...,Eri
11222,,2.413627,10.610565,5.48,B7IV,Ari
72906,,14.946142,-11.409701,5.48,K4III,Lib
102763,,20.88849,45.181673,5.48,K0II,Cyg
79040,,16.180424,75.877563,5.48,B8V,UMi
76721,,15.714107,52.360903,5.48,B9p...,Boo
38480,,7.903058,-35.877287,5.48,B2V,Pup
24619,,5.294512,-13.519826,5.48,G8IV,Lep
81884,,16.779989,-39.376962,5.48,K0III,Sco
44485,,9.090028,48.530314,5.48,F6II-III,UMa
102166,,20.772238,-39.199262,5.48,B8/B9V,Mic
79431,,16.260352,-8.369442,5.49,G1V,Sco
60945,,12.527871,-59.423922,5.49,F5III,Cru
42596,,8.705278,-53.100056,5.49,B8...,Vel
103069,,20.948341,-9.697545,5.49,K5III,Aqr
15300,,3.296485,44.025024,5.49,B8V...,Per
52537,,10.773689,14.194645,5.49,G4III:,Leo
61531,,12.652031,21.062559,5.49,G9III,Com
22210,,4.793413,-16.934456,5.49,G3V,Eri
116245,,23.632445,18.400667,5.49,A1Vn,Peg
45395,,9.278158,-8.744759,5.49,B9III,Hya
37793,,7.767275,-6.772511,5.49,K5III,Mon
14381,,3.102203,79.418535,5.49,F7IV comp SB,Cep
3599,,0.769929,-22.522097,5.49,G8/K0III,Cet
29078,,6.149407,-22.427412,5.49,A0V,Lep
109733,,22.297409,-77.511553,5.49,F3III,Oct
46445,,9.498474,-26.589616,5.49,K2IIICNII,Ant
117008,,23.79904,-2.761598,5.49,G8III,Psc
93372,,19.073627,-31.047079,5.49,A0V,Sgr
96756,,19.72598,-15.470105,5.49,F5V,Sgr
18387,,3.941303,35.080899,5.49,B1.5V,Per
8225,,1.76832,-50.816256,5.49,M3III,Phe
90722,,18.564857,-24.032283,5.49,K3III,Sgr
50161,,10.270677,29.310501,5.49,A0Vn,LMi
7199,,1.548903,-36.865231,5.49,K1/K2III,Scl
27448,,5.826817,-14.483665,5.49,G8III,Lep
88559,,18.133959,36.401264,5.49,K2III,Her
89092,,18.23775,-21.713164,5.49,K2III,Sgr
80895,,16.572044,-70.988097,5.5,K1IIICN...,Aps
6718,,1.44491,19.240422,5.5,K1III,Psc
66226,,13.619731,71.242252,5.5,K2III,UMi
1643,,0.344178,-69.624913,5.5,B9V,Tuc
33910,,7.054195,-59.178109,5.5,B9IV,Car
15604,,3.35667,-23.635135,5.5,G8III,Eri
51672,,10.586905,-39.562589,5.5,C,Ant
28992,,6.13135,-42.154043,5.5,A0V,Col
9550,,2.049433,33.284135,5.5,A2V,Tri
20121,,4.323916,21.142307,5.5,B9IV,Tau
105572,,21.450454,-42.54793,5.5,Am,Mic
81006,,16.595775,-65.495399,5.5,G8/K0III,TrA
52534,,10.773484,18.891523,5.5,K3III,Leo
15822,,3.405132,24.724063,5.5,K4III,Ari
66960,,13.765644,-12.426528,5.5,G8III,Vir
25883,,5.537262,17.058128,5.5,B7III,Tau
24392,,5.245569,5.156151,5.5,K4III,Ori
115471,,23.46766,-87.482214,5.5,K2III,Oct
75874,,15.543528,-19.67046,5.5,A2IV,Lib
75901,,15.549427,-1.186399,5.5,K0III,Ser
35467,,7.339288,-52.311524,5.5,F2,Car
88788,,18.177861,3.324256,5.5,K2III,Oph
4879,,1.046971,31.804263,5.5,B9.5V,Psc
23845,,5.135173,24.265175,5.5,B2V...,Tau
96770,,19.72859,25.771929,5.5,G8III,Vul
56328,,11.582473,-49.13649,5.5,K1III/IV,Cen
100109,,20.36762,24.446099,5.5,B8IIIn,Vul
4842,,1.040674,-31.552005,5.5,A1/A2IV,Scl
48865,,9.997695,56.811807,5.5,K5III,UMa
108198,,21.988307,-38.395096,5.5,K1II/III,Gru
78959,,16.164609,-33.545805,5.5,B8V,Sco
22905,,4.940052,-5.171356,5.5,B6V,Eri
59052,,12.148497,-41.231605,5.51,B3IV,Cen
6734,,1.447657,-13.056512,5.51,F0V,Cet
93047,,19.012072,55.658301,5.51,G5IIbCN...,Dra
84577,,17.339203,46.24078,5.51,M0III,Her
47134,,9.633736,-43.190944,5.51,G8II,Vel
96951,,19.767005,-31.908571,5.51,B8III,Sgr
52271,,10.717191,26.325577,5.51,A4Vn,LMi
70691,,14.502399,-45.321355,5.51,B8Vn,Lup
110715,,22.499427,4.43169,5.51,F5IVs,Peg
72966,,14.959236,-0.167612,5.51,K1III,Vir
92260,,18.859712,52.975117,5.51,G9IVa,Dra
92340,,18.874229,-46.595119,5.51,M0III,Tel
87038,,17.839692,29.322143,5.51,K1III,Her
98014,,19.977216,30.983665,5.51,B9Vn,Cyg
19340,,4.152768,19.609217,5.51,K2III,Tau
67038,,13.783277,38.542697,5.51,K0III+...,CVn
92931,,18.989945,-12.840517,5.51,B4V,Sgr
103195,Musica,20.973871,10.839286,5.51,G6III:,Del
3667,,0.783738,11.973849,5.51,G8II,Psc
113172,,22.993266,-29.462311,5.51,F0V,PsA
94143,,19.220979,-12.282584,5.51,K3III,Sgr
10618,,2.283068,-6.422116,5.51,G8III,Cet
98508,,20.068976,7.277966,5.51,K0III,Aql
2796,,0.594767,-48.000907,5.51,F6V,Phe
74820,,15.335714,29.616209,5.51,K0III,CrB
29868,,6.303813,-19.966974,5.51,B2/B3V,CMa
15163,,3.265951,-77.388454,5.51,F4III,Hyi
22989,,4.956206,17.153677,5.51,K1III,Tau
99087,,20.175982,26.904169,5.51,A3III,Vul
5335,,1.1395,5.649819,5.51,F0III-IV,Psc
106892,,21.718465,41.15497,5.51,M2III,Cyg
52070,,10.669848,-65.100209,5.51,B9p Si,Car
99200,,20.19666,26.80899,5.51,K3II-III,Vul
20808,,4.470359,83.80779,5.51,B5V,Cep
41333,,8.45466,-70.093482,5.51,A0V,Vol
53873,,11.054133,-11.30347,5.51,G7III...,Crt
82229,,16.856925,1.215947,5.51,A2Vs,Oph
14097,,3.037615,-71.902457,5.51,B8III/IV,Hyi
104920,,21.321025,58.623502,5.51,B3Vv comp,Cep
17696,,3.7989,-30.167882,5.52,G6III,For
73270,,15.022174,-2.754927,5.52,M0III,Lib
28027,,5.939151,-31.38244,5.52,F2III,Col
89845,,18.39134,-36.237987,5.52,K0III,Sgr
19287,,4.143497,38.039733,5.52,F7V,Per
110471,,22.451475,65.13227,5.52,B0.5Ib,Cep
102585,,20.850211,-37.913332,5.52,K3III,Mic
24496,,5.267815,11.341354,5.52,A0V,Ori
51240,,10.495037,84.252009,5.52,F0IV,Cam
88539,,18.130095,-17.154159,5.52,K0III,Sgr
50314,,10.302109,-28.992,5.52,B9.5Ib/II,Ant
85126,,17.44698,20.080977,5.52,B5V,Her
50790,,10.40239,33.718531,5.52,K1III,LMi
7963,,1.708125,-53.740834,5.52,F8V,Eri
59986,,12.3388,26.619482,5.52,K2III-IV,Com
65883,,13.547679,-15.363012,5.52,K1III,Vir
94494,,19.286729,-66.661048,5.52,A4IV/V,Pav
54178,,11.115058,1.955525,5.52,G9IIICN...,Leo
107632,,21.874978,28.793538,5.52,F6IVwvar,Peg
39455,,8.084363,-53.107921,5.52,K3/K4III,Car
13293,,2.858218,15.082071,5.52,B7V,Ari
39249,,8.045774,-41.309828,5.52,Ap Si,Pup
40167,,8.226178,-50.196072,5.52,M1III,Vel
25491,,5.462669,15.874052,5.52,B9.5Vn,Tau
31503,,6.609814,-5.211143,5.52,B8V,Mon
41035,,8.396809,53.219712,5.52,A3V,Lyn
74503,,15.273059,-22.399416,5.52,K2III,Lib
112025,,22.761331,-46.547328,5.52,K3III,Gru
73406,,15.051683,35.205795,5.52,G8III:,Boo
22801,,4.917537,55.259109,5.52,B9.5V,Cam
41279,,8.444987,-12.534602,5.52,K1/K2III,Pup
109128,,22.177462,70.132573,5.52,F2V,Cep
107492,,21.846448,-69.629416,5.52,M0III,Ind
8687,,1.866476,55.147385,5.53,B1.5V,Per
75894,,15.548673,-16.852844,5.53,B3V,Lib
86431,,17.714194,-36.945564,5.53,K5III,Sco
20832,,4.475589,1.380821,5.53,B3V,Tau
109399,,22.230339,45.440613,5.53,A0III,Lac
63747,,13.106278,22.616187,5.53,M5III,Com
105885,,21.51647,60.459432,5.53,B1II,Cep
82802,,16.971651,-50.641185,5.53,B9IV,Ara
15293,,3.295903,-62.575322,5.53,G2V,Ret
57986,,11.927926,15.646818,5.53,A3V,Leo
69436,,14.256691,-18.20069,5.53,A0V,Vir
88745,,18.168281,-30.728666,5.53,K1III + (F),Sgr
78199,,16.013231,-8.411353,5.53,A0Vs,Lib
93548,,19.11048,28.628595,5.53,F0III,Lyr
69313,,14.234773,12.959444,5.53,F6IV,Boo
69240,,14.221226,-53.665674,5.53,K5III+...,Cen
48925,,10.012191,-82.21467,5.53,A0IV,Cha
112788,,22.912632,-16.271957,5.53,K1III,Aqr
30578,,6.440514,56.285096,5.53,A3m,Lyn
25788,,5.518785,-20.863659,5.53,A0V,Lep
101736,,20.684039,32.307287,5.53,G8IIb,Cyg
80217,,16.42338,37.394079,5.53,A5V,Her
84293,,17.284349,-32.66284,5.53,F6V,Sco
21975,,4.73555,-18.666586,5.53,A1V,Eri
94689,,19.327597,12.37468,5.53,F0III,Aql
103649,,21.067979,-5.823066,5.53,G4,Aqr
26317,,5.617704,17.040324,5.53,F0V,Tau
81044,,16.603174,52.900048,5.53,B9.5Vn,Dra
77228,,15.815777,-3.818513,5.53,A5IV,Lib
107243,,21.790362,60.692689,5.53,M1III,Cep
107,,0.022255,-50.337373,5.53,M2III,Phe
110183,,22.391901,-24.762661,5.53,K0IIICN...,Aqr
21896,,4.717764,-70.931027,5.53,B9IV,Men
79738,,16.325758,-30.906716,5.53,F5IV,Sco
115348,,23.44349,-52.721603,5.53,F4V,Gru
67605,,13.892437,-35.664248,5.53,F3V,Cen
17126,,3.677315,-5.210706,5.53,B9IIIp Si,Eri
20737,,4.454847,22.996337,5.53,B7V,Tau
39922,,8.177731,-13.799207,5.53,F7V,Pup
113609,,23.08116,-68.820226,5.53,F4III,Ind
12075,,2.600013,-7.831597,5.53,M0III,Cet
102966,,20.927381,12.568558,5.54,A4V,Del
83925,,17.209047,62.874337,5.54,F0IV,Dra
77154,,15.798078,-65.442291,5.54,A5,TrA
58401,,12.012347,-10.446014,5.54,K0IV,Vir
77896,,15.954048,14.41448,5.54,K1IV,Ser
86356,,17.699621,15.95243,5.54,F4Vw,Her
35043,,7.263925,47.239964,5.54,G0V,Lyn
97454,,19.867109,24.992162,5.54,A1Iab,Vul
60027,,12.347461,57.864118,5.54,K5III,UMa
29190,,6.169558,-40.353792,5.54,M2II/III,Col
32523,,6.803407,55.704195,5.54,F5V:+...,Lyn
45087,,9.215452,-59.413928,5.54,G6II,Car
35939,,7.42727,-79.094188,5.54,K2/K3III,Men
29769,,6.283675,-37.737445,5.54,K2III,Col
114692,,23.302739,-40.824361,5.54,F5V,Gru
107994,,21.948992,12.076492,5.54,A2Vnn,Peg
55979,,11.508065,18.409801,5.54,K0III,Leo
74898,,15.352114,-5.824853,5.54,K1III,Lib
25080,,5.380644,41.02926,5.54,A3V,Aur
85757,,17.579542,-11.241999,5.54,B8Vn,Ser
7521,,1.61831,12.141535,5.54,F0V,Psc
811,,0.167278,11.145813,5.54,B9V,Psc
103266,,20.990377,59.438594,5.54,K4III,Cep
28453,,6.021194,-33.911835,5.54,K5III,Col
56843,,11.688836,-43.095667,5.54,A0V,Cen
97923,,19.962624,16.789163,5.54,B9III,Sge
27514,,5.841363,14.305608,5.54,G9III:,Tau
17161,,3.685515,37.580198,5.55,B7Vn,Per
51985,,10.651581,53.6683,5.55,K3III,UMa
116932,,23.783866,57.451359,5.55,K3II,Cas
2655,,0.561401,-29.558278,5.55,K1III,Scl
27886,,5.91458,-39.957857,5.55,M0III,Col
17062,,3.664201,3.056863,5.55,G6III:,Tau
115988,,23.577095,40.236441,5.55,A1III,And
36156,,7.466434,-29.155896,5.55,B9Vsp...,Pup
43373,,8.859559,-7.177226,5.55,A4m,Hya
20184,,4.336531,50.920933,5.55,B1.5IV,Per
80238,,16.42874,78.963854,5.55,F0V,UMi
103187,,20.972067,44.471711,5.55,G8III,Cyg
102674,,20.869082,-5.507059,5.55,B9III,Aqr
55491,,11.4031,-72.256608,5.55,B2IV-V,Mus
71193,,14.605288,-46.245451,5.55,K3III,Lup
24678,,5.304359,42.792111,5.55,M4III,Aur
62413,,12.829154,-71.98626,5.55,G8Ib/II,Mus
3875,,0.831433,27.710286,5.55,F5III+...,Psc
15657,,3.36997,27.607553,5.55,G5III,Ari
66845,,13.741618,-16.179072,5.55,G1IV/V,Vir
71611,,14.695423,11.660662,5.55,G8III,Boo
30647,,6.454331,-0.275999,5.55,K5III,Mon
34177,,7.103222,34.473967,5.55,G8IV,Gem
114469,,23.260477,70.88808,5.55,F0IV,Cep
7603,,1.635435,57.977631,5.55,G5II,Cas
30655,,6.455681,2.908288,5.55,G9III,Mon
108522,,22.054572,-6.522406,5.55,K0III,Aqr
108427,,22.034604,58.000366,5.55,O9V,Cep
81920,,16.788795,-58.341441,5.55,B0Iab,Ara
475,,0.094989,13.396266,5.55,G5III,Peg
37414,,7.700894,14.208503,5.55,M3Sv,Gem
84690,,17.362116,39.974649,5.55,F9Vn...,Her
11405,,2.457715,31.80128,5.55,K1III:,Tri
103842,,21.107087,-41.385965,5.55,K3III,Mic
14879,,3.207324,6.660883,5.55,K1IIIpe+...,Cet
110432,,22.442853,-16.742138,5.55,G3V,Aqr
95714,,19.522039,50.306706,5.55,K1III,Cyg
5122,,1.094919,21.465442,5.55,A0Vn,Psc
30070,,6.3434,-34.144144,5.55,B3V,Col
113309,,23.02205,-28.85396,5.55,K3III,PsA
81504,,16.698247,-19.924377,5.55,F3V,Oph
40679,,8.32562,75.756907,5.55,G8III,Cam
69831,,14.336029,-43.058843,5.55,G8III,Lup
33977,,7.065928,-43.608039,5.56,G3V...,Pup
86400,,17.707879,24.564058,5.56,K4III,Her
5554,,1.190428,64.202677,5.56,B9.5V,Cas
29132,,6.15959,-14.584619,5.56,K2III,Lep
75028,,15.377048,39.581463,5.56,K4III,Boo
83435,,17.105014,22.084153,5.56,K4III,Her
89204,,18.260772,42.159345,5.56,B7IV,Lyr
30248,,6.37729,-69.984043,5.56,K5III,Dor
5299,,1.132544,20.739113,5.56,A3V,Psc
25544,,5.470926,-37.230767,5.56,A0V,Col
4430,,0.946377,60.362836,5.56,B8V,Cas
46849,,9.575736,-5.914948,5.56,K1III,Hya
66541,,13.682257,-85.786043,5.56,A2m...,Oct
45058,,9.20848,-43.613262,5.56,B8V,Vel
93701,,19.137973,-19.290289,5.56,B2V,Sgr
45792,,9.36416,-42.19486,5.56,M3Ib,Vel
44171,,9.022462,-41.864254,5.56,B5V,Vel
92591,,18.92528,-16.376635,5.56,F5/F6IV/V,Sgr
92758,,18.954608,2.535346,5.56,B9IIIp...,Ser
57698,,11.869537,-56.987741,5.56,B4III,Cen
114779,,23.323327,-5.124352,5.56,F3IV,Aqr
60547,,12.447692,-32.830121,5.56,B9V,Hya
114460,,23.259516,-3.49638,5.56,A3V,Aqr
97650,,19.908632,24.319388,5.56,A0III,Vul
115031,,23.375702,60.133485,5.56,K3II,Cas
56601,,11.639056,43.625429,5.56,F2II-III,UMa
47582,,9.728406,-53.891282,5.56,A0V,Vel
115226,,23.41412,32.384882,5.56,B9III,Peg
115381,,23.44999,87.307504,5.56,A7IV,Cep
110589,,22.477091,-67.489059,5.56,A3V,Ind
48173,,9.848775,-62.745116,5.56,K1IIICN...,Car
17464,,3.749027,-0.29672,5.56,K4III,Eri
42415,,8.671521,-53.015398,5.56,B7Vn,Vel
70269,,14.418426,-68.195333,5.56,A3Ib,Cir
16739,,3.599352,-11.193782,5.56,G7III:,Eri
21690,,4.668557,-24.482368,5.56,G6/G8III,Eri
13917,,2.994767,-2.464952,5.56,B9.5V,Eri
41283,,8.445539,12.654612,5.56,M3III,Cnc
95268,,19.438654,-21.776693,5.57,K1/K2III,Sgr
82669,,16.946677,-23.150346,5.57,A0V,Oph
76760,,15.721161,-84.465273,5.57,A2V,Oct
9294,,1.994118,-42.030532,5.57,K1III,Phe
22340,,4.820235,31.437375,5.57,K2III,Aur
61775,,12.699199,6.806617,5.57,A2V,Vir
107174,,21.775583,-11.365954,5.57,A1V,Cap
38044,,7.818533,-56.41036,5.57,G5II,Car
114260,,23.221098,57.168355,5.57,K3Vvar,Cas
106087,,21.556534,-44.8487,5.57,K0III,Gru
10394,,2.237366,-67.841441,5.57,M1III,Hyi
10510,,2.261884,25.043043,5.57,F6V,Ari
5577,,1.194829,65.018854,5.57,B9IV,Cas
2705,,0.574374,-52.37309,5.57,F3IV-V,Phe
52910,,10.856594,59.320119,5.57,K2III,UMa
66430,,13.659616,10.746269,5.57,F0V,Boo
2935,,0.622393,-24.767267,5.57,K1V+...,Cet
107306,,21.804363,-47.303615,5.57,G2V,Gru
10918,,2.349499,50.151466,5.57,B9p Si,And
63919,,13.142352,-8.984385,5.57,K3III,Vir
78913,,16.155154,-57.934318,5.57,B9V,Nor
727,,0.150672,18.211963,5.57,G9III,Peg
16222,,3.493341,-12.674737,5.57,A5III/IV,Eri
43778,,8.943741,64.603831,5.57,G6III,UMa
117709,,23.952356,55.705705,5.57,G8Ib,Cas
5443,,1.163667,19.658408,5.57,G0III,Psc
76812,,15.73314,32.515807,5.57,G9III:,CrB
85489,,17.522593,2.724507,5.57,G8III,Oph
102302,,20.796759,6.008209,5.57,A0V,Del
108499,,22.049074,44.649863,5.57,A0IV,Cyg
95523,,19.489487,14.596019,5.57,K0III,Aql
530,,0.10737,64.196168,5.57,B9III,Cas
3733,,0.800296,-21.722492,5.57,B9V,Cet
76927,,15.756523,5.447315,5.57,A1V,Ser
7950,,1.705688,68.043021,5.57,A0p SiSr,Cas
81452,,16.689004,-48.762957,5.57,O5,Ara
